Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycling_parsed,Cooking_With_parsed
overweight,male,vegan,twice a day,natural gas,public,None,never,148,never,477,extra large,5,23,5,10,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1377,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
underweight,female,vegan,daily,wood,walk/bicycle,None,never,265,very frequently,71,small,5,24,15,16,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",2007,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
normal,female,omnivore,less frequently,natural gas,public,None,sometimes,224,never,323,large,1,18,7,8,Sometimes,"['Glass', 'Metal']",['Stove'],817,"['Glass', 'Metal']",['Stove']
overweight,male,vegetarian,more frequently,coal,private,electric,never,270,very frequently,8677,large,1,18,42,23,Yes,"['Paper', 'Glass']",['Microwave'],3116,"['Paper', 'Glass']",['Microwave']
obese,male,vegetarian,more frequently,natural gas,private,lpg,sometimes,93,never,4020,large,6,12,48,17,No,"['Glass', 'Metal']","['Stove', 'Oven']",3582,"['Glass', 'Metal']","['Stove', 'Oven']"
obese,male,vegetarian,twice a day,natural gas,public,None,sometimes,218,rarely,1265,small,1,24,19,3,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1626,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
normal,female,vegan,daily,wood,walk/bicycle,None,sometimes,264,frequently,99,large,5,5,36,22,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1918,"['Paper', 'Plastic', 'Glass', 'Metal']",[]
normal,female,vegan,twice a day,electricity,public,None,never,297,rarely,705,large,6,5,34,7,No,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1690,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
underweight,male,omnivore,twice a day,natural gas,public,None,sometimes,292,frequently,1861,medium,3,11,14,17,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1887,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']"
overweight,male,vegan,twice a day,coal,walk/bicycle,None,sometimes,170,very frequently,54,extra large,5,18,35,22,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",3722,"['Plastic', 'Metal']","['Grill', 'Airfryer']"
underweight,male,omnivore,twice a day,wood,walk/bicycle,None,often,228,frequently,88,medium,6,24,43,19,Sometimes,[],"['Grill', 'Airfryer']",2827,[],"['Grill', 'Airfryer']"
obese,male,vegan,more frequently,wood,public,None,often,131,frequently,1032,large,6,13,25,4,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2487,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
underweight,male,pescatarian,less frequently,electricity,private,electric,often,59,never,7192,extra large,2,10,36,20,Yes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1194,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']"
underweight,male,pescatarian,less frequently,natural gas,walk/bicycle,None,never,252,frequently,39,small,2,19,35,2,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",1727,"['Plastic', 'Metal']","['Stove', 'Oven']"
overweight,female,vegan,twice a day,coal,public,None,often,59,rarely,711,extra large,3,19,37,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1706,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
obese,male,omnivore,daily,wood,private,hybrid,never,69,very frequently,6761,small,6,12,47,1,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",4352,"['Plastic', 'Glass']","['Oven', 'Microwave']"
normal,female,pescatarian,daily,coal,walk/bicycle,None,often,179,frequently,29,small,5,10,4,20,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",1643,"['Glass', 'Metal']","['Stove', 'Oven']"
obese,female,vegan,daily,coal,public,None,often,230,very frequently,112,extra large,1,20,2,15,Sometimes,"['Paper', 'Plastic', 'Glass']",['Oven'],2666,"['Paper', 'Plastic', 'Glass']",['Oven']
normal,male,omnivore,more frequently,natural gas,public,None,often,290,rarely,836,small,4,20,17,6,No,['Glass'],"['Grill', 'Airfryer']",1797,['Glass'],"['Grill', 'Airfryer']"
underweight,male,vegetarian,twice a day,coal,walk/bicycle,None,often,248,very frequently,75,medium,5,18,20,19,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2736,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
overweight,male,vegan,less frequently,wood,walk/bicycle,None,often,284,never,42,extra large,6,6,10,20,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1855,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']"
obese,male,vegan,less frequently,natural gas,private,hybrid,never,272,never,160,extra large,6,4,1,23,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1775,"['Plastic', 'Metal']","['Oven', 'Microwave']"
overweight,female,pescatarian,twice a day,natural gas,public,None,often,170,never,306,small,7,21,33,11,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1323,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,male,vegetarian,twice a day,coal,public,None,never,67,very frequently,1447,small,2,6,12,6,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2768,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
normal,female,omnivore,less frequently,natural gas,private,petrol,often,155,frequently,5305,small,3,6,48,11,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3511,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,female,pescatarian,twice a day,electricity,private,electric,sometimes,231,frequently,3335,extra large,7,20,15,2,Yes,['Plastic'],['Microwave'],2230,['Plastic'],['Microwave']
obese,female,vegetarian,twice a day,natural gas,walk/bicycle,None,sometimes,149,very frequently,86,medium,6,23,34,8,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2656,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove']
normal,female,pescatarian,daily,electricity,private,hybrid,never,232,rarely,8700,medium,1,2,37,22,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2472,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,vegetarian,twice a day,wood,walk/bicycle,None,often,268,rarely,68,large,2,6,9,7,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",1061,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
underweight,female,pescatarian,more frequently,electricity,private,diesel,never,55,frequently,1579,large,7,19,49,18,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",2400,['Metal'],"['Stove', 'Oven', 'Microwave']"
obese,female,vegetarian,twice a day,electricity,walk/bicycle,None,never,182,never,99,extra large,6,21,4,15,Sometimes,['Plastic'],['Microwave'],1436,['Plastic'],['Microwave']
overweight,female,omnivore,daily,electricity,walk/bicycle,None,sometimes,136,rarely,38,small,7,18,30,19,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1458,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,male,vegan,more frequently,electricity,private,petrol,sometimes,182,rarely,7526,medium,2,19,3,0,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3540,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,female,vegetarian,twice a day,coal,walk/bicycle,None,never,240,rarely,24,small,4,10,16,8,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1085,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']"
overweight,female,omnivore,more frequently,natural gas,public,None,never,122,very frequently,547,medium,1,21,0,0,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1724,"['Paper', 'Plastic', 'Glass', 'Metal']",[]
normal,male,vegan,twice a day,natural gas,walk/bicycle,None,often,59,very frequently,32,small,3,5,44,24,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",2780,"['Plastic', 'Metal']","['Stove', 'Microwave']"
overweight,female,vegan,daily,wood,public,None,never,251,never,1799,medium,6,1,50,19,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1725,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
overweight,male,omnivore,less frequently,coal,private,hybrid,often,266,rarely,7914,large,7,14,11,15,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3992,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
overweight,female,vegetarian,less frequently,wood,walk/bicycle,None,sometimes,279,rarely,7,small,7,6,42,24,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",1635,"['Paper', 'Metal']","['Stove', 'Oven']"
normal,female,pescatarian,less frequently,natural gas,public,None,often,67,never,1539,extra large,2,14,26,4,Sometimes,"['Paper', 'Plastic']",[],1116,"['Paper', 'Plastic']",[]
overweight,female,omnivore,twice a day,wood,walk/bicycle,None,never,92,very frequently,17,extra large,3,22,11,20,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2400,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,omnivore,twice a day,coal,walk/bicycle,None,sometimes,237,never,59,extra large,1,1,20,0,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1265,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
underweight,male,omnivore,less frequently,electricity,walk/bicycle,None,often,283,never,17,large,6,23,43,24,Sometimes,"['Paper', 'Glass']",[],1890,"['Paper', 'Glass']",[]
normal,female,pescatarian,daily,electricity,walk/bicycle,None,often,171,rarely,37,large,3,1,10,14,No,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",874,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
normal,female,vegan,daily,coal,walk/bicycle,None,often,136,rarely,43,small,1,4,42,2,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1380,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,male,vegetarian,daily,coal,private,diesel,never,56,rarely,7137,medium,2,22,17,2,Yes,"['Paper', 'Glass']",['Oven'],2777,"['Paper', 'Glass']",['Oven']
obese,female,vegan,twice a day,natural gas,public,None,often,178,never,1134,extra large,1,12,19,19,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1096,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
normal,male,omnivore,more frequently,wood,walk/bicycle,None,sometimes,71,never,0,large,2,2,45,5,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",1390,"['Glass', 'Metal']","['Grill', 'Airfryer']"
obese,female,omnivore,twice a day,coal,private,electric,sometimes,79,rarely,7030,small,1,16,47,1,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2072,[],"['Stove', 'Oven', 'Grill', 'Airfryer']"
normal,female,omnivore,daily,wood,public,None,often,258,very frequently,230,large,3,14,19,7,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2420,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']"
overweight,male,pescatarian,twice a day,natural gas,walk/bicycle,None,often,169,frequently,40,large,2,16,0,1,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1801,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,male,omnivore,daily,coal,public,None,often,246,rarely,1966,medium,6,1,45,20,No,"['Paper', 'Plastic']",[],3106,"['Paper', 'Plastic']",[]
underweight,male,omnivore,twice a day,wood,walk/bicycle,None,sometimes,92,frequently,45,extra large,7,22,35,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2361,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
obese,female,vegetarian,less frequently,natural gas,private,petrol,never,190,rarely,5242,large,5,21,30,2,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3506,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
normal,male,vegan,more frequently,wood,private,hybrid,sometimes,280,very frequently,7450,large,5,13,14,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3712,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
underweight,male,pescatarian,daily,natural gas,private,petrol,never,58,frequently,5594,small,1,1,48,15,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",3801,"['Glass', 'Metal']","['Stove', 'Oven']"
underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,None,often,243,frequently,72,medium,4,6,34,9,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1871,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,omnivore,twice a day,wood,public,None,often,58,never,685,medium,7,12,37,1,No,['Metal'],['Oven'],1517,['Metal'],['Oven']
normal,female,vegetarian,more frequently,electricity,public,None,often,177,very frequently,1012,extra large,1,10,35,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1859,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
obese,male,vegetarian,daily,coal,private,petrol,often,210,very frequently,9791,large,6,16,22,7,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",8377,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']"
normal,male,omnivore,less frequently,natural gas,private,electric,often,51,frequently,4252,large,1,0,29,5,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],1652,"['Paper', 'Plastic', 'Glass']",['Oven']
obese,male,pescatarian,less frequently,coal,private,lpg,sometimes,182,very frequently,5915,extra large,2,14,14,17,No,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",4976,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']"
underweight,male,vegan,daily,coal,walk/bicycle,None,often,86,rarely,46,large,3,7,29,8,Yes,['Glass'],[],1583,['Glass'],[]
underweight,male,vegetarian,daily,natural gas,public,None,often,257,never,498,medium,4,17,2,13,Yes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1065,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,pescatarian,twice a day,electricity,walk/bicycle,None,sometimes,207,rarely,65,extra large,1,21,29,24,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1116,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']"
normal,male,pescatarian,less frequently,natural gas,walk/bicycle,None,sometimes,101,rarely,65,extra large,4,7,32,13,No,['Glass'],['Oven'],1897,['Glass'],['Oven']
underweight,female,omnivore,less frequently,wood,public,None,never,167,frequently,1786,small,1,22,4,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1183,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']"
normal,male,omnivore,twice a day,natural gas,public,None,sometimes,207,rarely,613,large,7,0,3,6,Yes,['Metal'],"['Oven', 'Microwave']",1728,['Metal'],"['Oven', 'Microwave']"
overweight,female,pescatarian,less frequently,electricity,walk/bicycle,None,often,268,frequently,71,large,7,11,6,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1693,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
obese,male,vegetarian,more frequently,wood,public,None,sometimes,292,very frequently,1674,extra large,7,17,28,22,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",4113,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']"
obese,female,vegetarian,more frequently,wood,private,petrol,often,87,frequently,9196,extra large,3,1,31,7,Sometimes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",5686,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
overweight,female,vegetarian,less frequently,wood,walk/bicycle,None,sometimes,275,rarely,11,medium,6,1,15,6,Yes,"['Glass', 'Metal']",['Stove'],1285,"['Glass', 'Metal']",['Stove']
underweight,male,vegetarian,daily,wood,walk/bicycle,None,often,142,never,32,medium,3,3,49,16,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1507,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
overweight,male,omnivore,more frequently,coal,public,None,often,134,frequently,313,small,4,20,3,21,No,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2587,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,male,omnivore,more frequently,electricity,walk/bicycle,None,sometimes,73,frequently,67,medium,1,9,43,19,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],1875,"['Paper', 'Plastic', 'Glass', 'Metal']",[]
normal,female,vegan,daily,coal,private,hybrid,sometimes,239,frequently,3626,medium,4,22,34,0,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2313,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
overweight,male,pescatarian,twice a day,natural gas,private,hybrid,sometimes,297,never,1044,large,7,8,33,10,No,['Glass'],"['Stove', 'Oven', 'Microwave']",2573,['Glass'],"['Stove', 'Oven', 'Microwave']"
overweight,male,vegetarian,more frequently,coal,walk/bicycle,None,never,114,very frequently,59,small,3,12,24,10,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2692,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
obese,female,vegan,twice a day,coal,public,None,often,137,never,972,extra large,5,18,40,13,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",2269,['Metal'],"['Stove', 'Grill', 'Airfryer']"
overweight,male,vegetarian,daily,natural gas,walk/bicycle,None,sometimes,254,very frequently,4,large,4,22,17,6,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2775,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
underweight,male,omnivore,twice a day,coal,walk/bicycle,None,never,233,very frequently,99,extra large,4,19,47,23,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave']",3523,['Paper'],"['Stove', 'Oven', 'Microwave']"
normal,female,vegetarian,more frequently,coal,private,diesel,often,115,very frequently,3167,medium,4,15,32,12,Sometimes,['Paper'],['Oven'],3156,['Paper'],['Oven']
normal,male,vegan,twice a day,wood,walk/bicycle,None,often,264,never,98,medium,2,3,5,2,Sometimes,"['Paper', 'Metal']",['Stove'],777,"['Paper', 'Metal']",['Stove']
overweight,female,pescatarian,twice a day,natural gas,walk/bicycle,None,never,242,very frequently,86,large,7,17,47,0,Sometimes,"['Paper', 'Metal']",['Oven'],3129,"['Paper', 'Metal']",['Oven']
obese,male,omnivore,more frequently,electricity,walk/bicycle,None,sometimes,195,rarely,36,medium,2,11,15,12,Sometimes,['Glass'],['Oven'],1436,['Glass'],['Oven']
obese,male,vegan,daily,coal,walk/bicycle,None,often,141,very frequently,71,medium,5,6,28,13,No,"['Paper', 'Plastic']",['Microwave'],3686,"['Paper', 'Plastic']",['Microwave']
overweight,female,vegan,daily,natural gas,walk/bicycle,None,sometimes,234,frequently,71,medium,4,20,3,18,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",1622,"['Plastic', 'Glass']","['Stove', 'Oven']"
underweight,female,omnivore,less frequently,electricity,private,electric,sometimes,139,rarely,3959,small,3,4,15,23,Sometimes,"['Paper', 'Metal']",['Oven'],798,"['Paper', 'Metal']",['Oven']
overweight,female,pescatarian,twice a day,electricity,private,diesel,sometimes,164,never,4410,medium,7,3,24,4,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",2211,"['Plastic', 'Glass']","['Oven', 'Microwave']"
overweight,male,vegan,daily,coal,walk/bicycle,None,often,266,never,0,large,2,23,40,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1709,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']"
obese,male,pescatarian,less frequently,coal,public,None,sometimes,162,never,1540,extra large,7,20,23,7,Sometimes,"['Glass', 'Metal']",['Oven'],2563,"['Glass', 'Metal']",['Oven']
obese,male,pescatarian,daily,coal,public,None,never,127,rarely,491,extra large,2,24,11,24,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1966,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
obese,female,pescatarian,more frequently,electricity,walk/bicycle,None,sometimes,108,frequently,6,small,3,14,35,17,Yes,"['Plastic', 'Glass']",['Microwave'],1652,"['Plastic', 'Glass']",['Microwave']
normal,male,vegetarian,twice a day,natural gas,private,hybrid,sometimes,171,very frequently,7944,large,2,12,19,14,Sometimes,['Metal'],"['Grill', 'Airfryer']",3764,['Metal'],"['Grill', 'Airfryer']"
obese,male,vegan,twice a day,natural gas,private,hybrid,sometimes,115,very frequently,8155,small,7,9,5,23,No,['Glass'],[],4388,['Glass'],[]
obese,male,vegan,less frequently,natural gas,public,None,often,254,very frequently,1799,extra large,2,12,27,16,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3678,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,female,pescatarian,daily,electricity,private,lpg,never,120,rarely,4024,large,3,4,38,15,No,['Metal'],"['Stove', 'Microwave']",2524,['Metal'],"['Stove', 'Microwave']"
normal,male,vegetarian,twice a day,wood,private,electric,sometimes,223,very frequently,6049,medium,1,10,7,8,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2144,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
overweight,female,vegetarian,more frequently,wood,private,petrol,sometimes,141,never,6094,large,1,18,7,11,Yes,"['Paper', 'Glass', 'Metal']",[],2718,"['Paper', 'Glass', 'Metal']",[]
overweight,male,vegetarian,less frequently,coal,public,None,sometimes,87,never,887,medium,7,6,44,14,No,['Paper'],"['Stove', 'Microwave']",2231,['Paper'],"['Stove', 'Microwave']"
normal,male,vegan,daily,coal,private,electric,never,171,never,9897,medium,1,22,17,14,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1212,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
overweight,female,vegan,more frequently,electricity,walk/bicycle,None,never,75,rarely,60,small,6,19,11,9,Sometimes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",888,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
obese,male,vegan,more frequently,wood,private,electric,often,88,very frequently,5291,small,3,12,44,21,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",3350,"['Glass', 'Metal']","['Grill', 'Airfryer']"
overweight,female,pescatarian,more frequently,natural gas,private,petrol,never,59,very frequently,5409,large,2,12,4,9,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",3795,"['Paper', 'Plastic']","['Stove', 'Oven']"
overweight,female,omnivore,twice a day,natural gas,walk/bicycle,None,often,218,never,46,medium,1,7,36,24,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1552,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
normal,female,pescatarian,more frequently,electricity,private,petrol,often,99,very frequently,9676,small,3,6,46,17,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5240,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
normal,male,pescatarian,daily,natural gas,private,electric,sometimes,165,very frequently,2798,medium,1,1,41,23,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2531,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']"
normal,female,vegan,daily,coal,public,None,never,241,very frequently,183,extra large,4,4,28,23,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2525,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
underweight,male,pescatarian,twice a day,wood,public,None,never,227,frequently,1784,medium,1,7,46,23,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",2098,"['Paper', 'Glass']","['Stove', 'Oven']"
obese,male,omnivore,more frequently,wood,private,electric,never,261,very frequently,6569,medium,4,22,24,17,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",3287,"['Plastic', 'Glass']","['Oven', 'Microwave']"
underweight,male,pescatarian,more frequently,wood,public,None,often,67,very frequently,1220,small,1,14,35,3,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2440,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
underweight,male,vegan,more frequently,electricity,walk/bicycle,None,never,74,rarely,7,extra large,5,7,22,3,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1246,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
underweight,female,vegetarian,twice a day,wood,private,diesel,sometimes,284,never,6645,small,7,14,3,2,Yes,['Glass'],['Stove'],2162,['Glass'],['Stove']
obese,female,pescatarian,more frequently,electricity,private,hybrid,never,276,frequently,9041,extra large,6,5,42,7,Sometimes,['Paper'],['Stove'],4371,['Paper'],['Stove']
normal,male,vegetarian,twice a day,wood,public,None,often,122,rarely,850,extra large,4,9,21,13,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1614,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove']
underweight,female,omnivore,daily,coal,public,None,never,233,very frequently,362,medium,6,5,45,21,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2927,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
overweight,female,vegetarian,less frequently,electricity,private,diesel,sometimes,131,frequently,6486,large,6,19,3,24,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3096,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
underweight,female,vegetarian,twice a day,natural gas,public,None,sometimes,122,rarely,952,small,1,24,3,19,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",925,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']"
